title,processed_title,League Name,category
"Knicks Notes: Dissecting Devin Booker game-winning shot, two looming issues vs. the Suns and evaluating early ...","Knicks note : Dissecting Devin Booker game - win shot , two loom issue vs. Suns evaluate early ...",other,Others
"Suns 116, Knicks 113: “Damn that was close”","sun 116 , Knicks 113 : "" damn close """,other,Others
Devin Booker game-winner puts Suns past Knicks,Devin Booker game - winner put Suns past knick,other,Others
"Suns 116, Knicks 113: Scenes from a Booker bash in the second half","sun 116 , Knicks 113 : scene Booker bash second half",other,Others
"Game Preview: New York Knicks vs Phoenix Suns, November 26, 2023","Game Preview : New York Knicks vs Phoenix Suns , November 26 , 2023",other,Others
Phoenix Suns escape from New York for 7th straight win on Devin Booker game-winning 3,Phoenix Suns escape New York 7th straight win Devin Booker game - win 3,other,Others
"Devin Booker game winner sinks Knicks, 116-113","Devin Booker game winner sink Knicks , 116 - 113",other,Others
Knicks' 'Low Energy' Loss to Suns Goes Beyond Booker,knick ' ' Low Energy ' Loss Suns go beyond Booker,other,Others
Phoenix Suns React to Devin Booker Game-Winner,Phoenix Suns React Devin Booker Game - Winner,other,Others
Suns' Devin Booker Cherishes 'Part of History' in Win Over Knicks,sun ' Devin Booker Cherishes ' part history ' Win Knicks,other,Others
Devin Booker Viral Instagram Post After Suns-Knicks Game,Devin Booker Viral Instagram Post Suns - Knicks Game,other,Others
Devin Booker Shades Critics After Clutch Game-Winner Over Two Knicks Defenders,Devin Booker Shades Critics Clutch Game - Winner two Knicks Defenders,other,Others
"Knicks vs. Suns: How, Who to Watch in Booker Visit","knick vs. Suns : , watch Booker Visit",other,Others
Suns Fans Hyped after Devin Booker Game Winner,sun Fans hype Devin Booker Game Winner,other,Others
Devin Booker Extends Suns' Winning Streak,Devin Booker Extends Suns ' win Streak,other,Others
Phoenix Suns Lead Knicks at Halftime,Phoenix Suns Lead Knicks Halftime,other,Others
Phoenix Suns (10-6) at New York Knicks (9-6) Game Preview: Can Suns Make it 7 in a Row without KD?,Phoenix Suns ( 10 - 6 ) New York Knicks ( 9 - 6 ) Game Preview : sun make 7 row without KD ?,other,Others
Booker drains game-winner as Suns edge Knicks for 7th straight win,booker drain game - winner Suns edge Knicks 7th straight win,other,Others
"Phoenix Suns at New York Knicks odds, picks and predictions","Phoenix Suns New York Knicks odd , pick prediction",other,Others
"New York Knicks vs. Phoenix Suns odds, tips and betting trends | 11/26/2023","New York Knicks vs. Phoenix Suns odd , tip bet trend | 11/26/2023",other,Others
Man Utd 'make contract offer' to Real Madrid coach Ancelotti,Man Utd ' make contract offer ' Real Madrid coach Ancelotti,other,Others
Manchester United Make Official Approach For ‘Shock Premier League Return’ of 135 Goal Germany International to Boost Forward Options,Manchester United Make official approach ' Shock Premier League Return ' 135 Goal Germany International boost Forward Options,premier league,Soccer
"Erik Ten Hag can finally do what he wanted in 2023/24, his patience may be about to pay off","Erik Ten Hag finally want 2023/24 , patience may pay",other,Others
"""You just think wow!"": Ian Wright waxes lyrical about Kobbie Mainoo after ""composed"" display vs. Everton - Man United ...",""" think wow ! "" : Ian Wright wax lyrical Kobbie Mainoo "" compose "" display vs. Everton - Man United ...",other,Others
Kobbie Mainoo highlights in his first PL start v Everton are so special they're going viral,Kobbie Mainoo highlight first PL start v Everton special go viral,other,Others
Gary Neville showers praise on Kobbie Mainoo as Manchester United stroll to 3-0 victory against Everton,Gary Neville shower praise Kobbie Mainoo Manchester United stroll 3 - 0 victory Everton,other,Others
Ratcliffe in almighty Ten Hag betrayal as Man Utd job 'offered' to world-class manager,Ratcliffe almighty ten hag betrayal Man Utd job ' offer ' world - class manager,other,Others
Ten Hag sack? Man Utd 'make offer' to ex-Chelsea manager with Red Devils pair 'interested' in change,ten hag sack ? Man Utd ' make offer ' ex - chelsea manager Red Devils pair ' interested ' change,other,Others
Man Utd 'make Carlo Ancelotti offer' with Real Madrid boss in final months of contract,Man Utd ' make Carlo Ancelotti offer ' Real Madrid boss final month contract,other,Others
Man Utd 'table Carlo Ancelotti a contract' with 'two star players keen on appointment',Man Utd ' table Carlo Ancelotti contract ' ' two star player keen appointment ',other,Others
Carlo Ancelotti 'offer' could affect Liverpool as Man Utd number one transfer target named,Carlo Ancelotti ' offer ' could affect Liverpool Man Utd number one transfer target name,other,Others
Timo Werner to Man Utd?! Erik ten Hag adds ex-Chelsea flop to shopping list ahead of January transfer window,Timo Werner Man Utd ? ! Erik ten Hag add ex - Chelsea flop shopping list ahead January transfer window,other,Others
Man Utd consider £45m Premier League flop as first transfer after Sir Jim Ratcliffe takeover,Man Utd consider £ 45 Premier League flop first transfer Sir Jim Ratcliffe takeover,premier league,Soccer
Timo Werner: Manchester United 'express interest' in signing former Chelsea striker with RB Leipzig frontman on January wishlist,Timo Werner : Manchester United ' express interest ' sign former Chelsea striker RB Leipzig frontman January wishlist,other,Others
Man Utd transfers hit embarrassing new low as Chelsea flop receives Ten Hag 'enquiry'; Roy Keane will be livid,Man Utd transfer hit embarrass new low Chelsea flop receive ten Hag ' enquiry ' ; Roy Keane livid,other,Others
Transfer Talk: Man United plot surprise move for Timo Werner,transfer talk : Man United plot surprise move Timo Werner,other,Others
Timo Werner was a £47m FLOP at Chelsea and his RB Leipzig return has been miserable too... So why are Manchest,Timo Werner £ 47 FLOP Chelsea RB Leipzig return miserable ... Manchest,other,Others
Man United has failed to repeat Darwin Núñez Liverpool transfer and January deal could prove it,Man United fail repeat Darwin Núñez Liverpool transfer January deal could prove,other,Others
"Man Utd takeover news LIVE: Timo Werner transfer interest, Antonio Silva 'revealed as No.1 target', Ratcliffe updates","Man Utd takeover news live : Timo Werner transfer interest , Antonio Silva ' reveal no.1 target ' , Ratcliffe update",other,Others
Plettenberg: Major Move Brewing for United in January,Plettenberg : Major Move Brewing United January,other,Others
Football transfer rumours: Man Utd make Werner enquiry; Liverpool prepare £80m Wirtz bid,football transfer rumour : Man Utd make Werner enquiry ; Liverpool prepare £ 80 Wirtz bid,other,Others
Journalist says Man United want to hijack West Ham move for striker,Journalist say Man United want hijack West Ham move striker,other,Others
Manchester United to launch shock January bid for 'Premier League flop': report,Manchester United launch shock January bid ' Premier League flop ' : report,premier league,Soccer
Manchester United are trying to sign 27-year-old Chelsea sold last summer,Manchester United try sign 27 - year - old Chelsea sell last summer,other,Others
Manchester United linked with goal-shy ex-Chelsea striker Timo Werner as Red Devils assess market...,Manchester United link goal - shy ex - chelsea striker Timo Werner Red Devils assess market ...,other,Others
Man Utd transfers: Timo Werner stance on January move revealed,Man Utd transfer : Timo Werner stance January move reveal,other,Others
Timo Werner: Back to England with Manchester United?,Timo Werner : back England Manchester United ?,other,Others
Man Utd make shock 'enquiry' for Chelsea flop as Ten Hag adds 'unsatisfied' 27yo to January 'list',Man Utd make shock ' enquiry ' Chelsea flop ten Hag add ' unsatisfied ' 27yo January ' list ',other,Others
Manchester United 'interested' in shock move for Timo Werner,Manchester United ' interested ' shock move Timo Werner,other,Others
Manchester United 'make enquiry' about RB Leipzig striker Timo Werner... as Erik ten Hag eyes Chelsea flop as,Manchester United ' make enquiry ' RB Leipzig striker Timo Werner ... Erik ten Hag eye Chelsea flop,other,Others
